"EmbedSOM1","EmbedSOM2"
7.31898927688599,4.76225996017456
7.61486530303955,4.34699392318726
6.80950355529785,4.76417779922485
7.95332479476929,4.45648527145386
7.4019923210144,4.6733922958374
6.69867753982544,4.82884216308594
6.70312786102295,4.79474592208862
6.69452571868896,3.42740201950073
6.35474729537964,3.9704794883728
6.35170602798462,4.6483736038208
6.26605415344238,4.50386524200439
8.15847396850586,4.73101663589478
7.34771728515625,4.10008668899536
6.67722654342651,4.6546835899353
7.6390061378479,4.17159938812256
7.03020811080933,3.55814981460571
6.52865743637085,4.6225380897522
7.27386856079102,4.7805495262146
7.99138975143433,4.46769857406616
6.93304586410522,3.81577730178833
7.4283971786499,3.94123840332031
7.84411287307739,4.490478515625
6.80827665328979,4.67471170425415
6.86681842803955,4.87609338760376
6.34637880325317,4.05742073059082
6.449622631073,3.99646639823914
6.98256492614746,3.81333494186401
6.5431342124939,4.73435544967651
6.88992547988892,3.65903186798096
6.97231769561768,3.52028656005859
8.06952571868896,4.65774822235107
6.76616668701172,3.72009515762329
7.54762601852417,4.91208410263062
7.344970703125,4.62134647369385
6.64806127548218,3.50636124610901
7.0233416557312,4.67040538787842
6.74784898757935,3.76442885398865
7.68459701538086,4.33914184570312
6.43515014648438,4.17560386657715
7.3450083732605,3.95426630973816
7.33664417266846,4.68689155578613
6.93553495407104,4.87694454193115
7.44115352630615,4.19133234024048
6.52442502975464,4.58489894866943
7.78598737716675,4.37812805175781
7.89060354232788,4.44638681411743
7.60001087188721,4.85115814208984
7.8739070892334,4.68403148651123
6.70008277893066,4.85146856307983
6.86766815185547,3.85868549346924
6.7663254737854,4.23148775100708
6.60043668746948,3.70043659210205
6.44433927536011,4.1957049369812
8.04684257507324,4.59233140945435
6.76702213287354,3.91831231117249
6.67250442504883,3.65387868881226
8.09268379211426,4.73838567733765
6.79192447662354,3.71485924720764
6.69939661026001,4.8840651512146
6.56728172302246,4.59779500961304
7.37744474411011,4.87478065490723
7.7712869644165,4.95296573638916
8.03680038452148,4.58236026763916
6.48622989654541,3.58526945114136
7.38210868835449,4.7484335899353
7.87019491195679,4.41914701461792
6.9414176940918,3.68309712409973
7.57326650619507,4.29305219650269
6.91199159622192,4.51598310470581
6.57384490966797,4.46510124206543
6.94762134552002,3.38747978210449
7.42264938354492,3.9505078792572
7.26412534713745,3.93443441390991
7.38857650756836,4.76425838470459
7.05378580093384,4.86774587631226
7.3187427520752,4.23543500900269
6.88219261169434,3.74234962463379
8.05105495452881,4.75021076202393
7.26967477798462,4.74414157867432
6.27405071258545,3.81091284751892
7.62731218338013,4.80073308944702
7.49371099472046,4.67382764816284
6.52989196777344,4.6555118560791
7.72569227218628,4.37090730667114
7.16344690322876,3.86571288108826
7.39887046813965,4.7102632522583
8.0137300491333,4.70375823974609
7.31449317932129,4.9790153503418
6.72787380218506,3.41270589828491
6.61476230621338,4.71730184555054
8.08473873138428,4.70701694488525
7.04284048080444,3.85895419120789
7.63626098632812,4.42417764663696
6.45296764373779,3.6635468006134
6.58924245834351,3.97567653656006
7.43405342102051,4.75109815597534
6.65844011306763,4.61753749847412
8.08198165893555,4.73782062530518
7.83124494552612,4.37446784973145
7.25993204116821,3.88034915924072
7.4719614982605,4.84096574783325
7.57260894775391,4.81878328323364
7.89335680007935,4.47386789321899
7.83338451385498,4.64279365539551
7.90603637695312,4.40251302719116
7.91433429718018,4.35080146789551
7.14040327072144,4.84329843521118
6.4432110786438,3.52127242088318
7.0323338508606,3.72333836555481
7.90629911422729,4.60328245162964
6.89988660812378,4.67138624191284
6.58609437942505,3.54031181335449
7.82692575454712,4.8979926109314
7.78974199295044,4.43345975875854
6.78248453140259,3.49484038352966
7.1097412109375,3.66673445701599
6.36900568008423,3.65470147132874
7.76695966720581,4.21180486679077
7.76746559143066,4.35221004486084
6.59719514846802,3.81198215484619
6.34124851226807,4.17050743103027
7.35855054855347,4.82826280593872
6.3303804397583,4.39059686660767
6.66708278656006,3.73740911483765
7.49386262893677,4.8361554145813
7.50595045089722,4.23657560348511
6.74989700317383,3.93441867828369
7.57281112670898,4.23703718185425
7.19540500640869,3.82017707824707
6.57846641540527,4.3479700088501
7.75371742248535,4.47823333740234
6.89306831359863,3.59468650817871
6.27544832229614,3.8481023311615
6.6609935760498,4.70097255706787
7.8322434425354,4.5063910484314
6.67297792434692,3.89668202400208
6.99536752700806,3.87901401519775
7.75411033630371,4.23077344894409
6.73924541473389,3.63923406600952
7.19165182113647,3.90502262115479
6.51287651062012,3.43185114860535
7.21198749542236,4.86172389984131
7.71624946594238,4.82045888900757
7.27896928787231,4.00919437408447
6.56920003890991,4.76103591918945
6.9801869392395,4.7210636138916
6.40212631225586,4.97850513458252
6.55791091918945,4.25408411026001
6.70172119140625,3.52474546432495
6.45730543136597,4.64525985717773
6.31061792373657,4.45813798904419
6.68072414398193,4.49379301071167
6.5654764175415,4.14654111862183
7.26915979385376,3.79137420654297
6.33736991882324,3.74470949172974
6.45139026641846,4.50093793869019
6.35228490829468,3.98023176193237
7.88902854919434,4.2918553352356
6.81952905654907,3.53799104690552
6.93273496627808,4.59651136398315
6.21483659744263,4.72719764709473
8.12316608428955,4.73627042770386
6.57652997970581,4.63590335845947
7.79827547073364,4.92561388015747
7.32948541641235,4.72427415847778
8.18966579437256,4.67037010192871
7.01777410507202,3.66706895828247
6.57129383087158,4.43007802963257
8.14789867401123,4.65708112716675
6.71928215026855,3.49354338645935
6.40985250473022,4.31357765197754
7.22906923294067,4.77050161361694
6.8470025062561,3.47069668769836
7.6939582824707,4.89877510070801
7.32380771636963,4.72289848327637
7.42989063262939,4.28443574905396
8.04622840881348,4.81885147094727
6.41369771957397,3.63899660110474
7.65936040878296,4.93695306777954
7.78128814697266,4.46708011627197
6.61134719848633,3.8318920135498
6.39033842086792,4.73325443267822
6.43350267410278,3.93623328208923
8.10283374786377,4.73088121414185
7.86139869689941,4.37741422653198
7.41306447982788,3.99270749092102
6.76806116104126,4.69856834411621
6.85603094100952,3.74312329292297
6.56030130386353,4.76660680770874
6.48205375671387,4.70872116088867
7.50718927383423,4.87614727020264
6.9188232421875,4.65694522857666
6.94020795822144,3.42031455039978
7.80854749679565,4.53343439102173
7.79667139053345,5.08835697174072
7.56184911727905,4.34600448608398
8.03552150726318,4.66027116775513
7.66226434707642,4.25521421432495
8.02505970001221,4.69727087020874
6.71635007858276,3.67893242835999
7.29377460479736,4.15457677841187
6.78535175323486,3.58885812759399
6.8528299331665,3.72238254547119
7.99912261962891,4.62428426742554
6.52842140197754,4.16172361373901
7.81588125228882,4.37219429016113
7.55828619003296,4.36661863327026
6.51124811172485,3.76704430580139
7.39843702316284,4.78106117248535
8.1577672958374,4.87008047103882
6.55741930007935,3.9699010848999
7.0973539352417,4.83501291275024
7.98993492126465,4.60705757141113
7.03354024887085,3.73161268234253
7.78334379196167,4.77724361419678
6.42336940765381,3.67020535469055
7.92541360855103,4.47713088989258
6.29558563232422,4.48945379257202
7.80206775665283,4.91667032241821
7.24818801879883,3.89269661903381
6.52037858963013,3.8763747215271
6.64929914474487,4.63869524002075
6.44753217697144,3.82627749443054
7.30212211608887,4.78878736495972
7.95865535736084,4.92600870132446
6.69869661331177,3.82975029945374
6.93649864196777,4.13919353485107
6.31739902496338,4.77380752563477
7.87212562561035,4.74142074584961
8.01288890838623,4.65822219848633
6.59321355819702,4.92537498474121
7.59349822998047,4.82857465744019
7.20722961425781,4.82202196121216
7.42124795913696,4.04903364181519
6.57000970840454,3.42790079116821
7.40818738937378,4.84691572189331
7.07540941238403,4.6559419631958
6.72302341461182,3.85816287994385
6.53677892684937,4.63710737228394
6.68112230300903,4.44856691360474
6.42988157272339,4.17681503295898
6.66763973236084,4.81806993484497
6.6308970451355,3.84056878089905
7.16072130203247,4.63204097747803
6.78888177871704,3.62068963050842
6.83014154434204,4.55504512786865
7.56475114822388,4.69213533401489
7.51779699325562,4.75723552703857
7.00008916854858,4.65166330337524
7.9124174118042,4.88029623031616
7.31408023834229,4.05273056030273
7.75015211105347,4.66040372848511
6.40344047546387,4.10172939300537
7.20821046829224,4.65809535980225
7.80776882171631,4.31219577789307
6.98013353347778,4.78434228897095
7.77769947052002,4.65341472625732
6.62739038467407,4.80409049987793
6.64587879180908,3.81175684928894
6.94172668457031,3.58484435081482
8.01595401763916,4.76621913909912
6.39708232879639,4.59407711029053
7.79867839813232,4.6659836769104
6.66837978363037,4.44805812835693
6.63186693191528,4.79651212692261
6.5517373085022,3.80656957626343
7.81375598907471,4.30145215988159
8.06454944610596,4.7794451713562
7.81214714050293,4.45569372177124
6.2817440032959,4.89901113510132
6.53638935089111,4.05285835266113
6.29810905456543,4.43169593811035
6.98762035369873,3.47861552238464
8.05655956268311,4.66209554672241
7.21290874481201,3.6812732219696
6.70139265060425,4.70705080032349
6.80836534500122,3.71854996681213
8.06600666046143,4.40429353713989
6.06211948394775,4.29820823669434
6.62924718856812,4.60495233535767
6.84108114242554,3.59386229515076
6.6663179397583,4.64242267608643
7.54123973846436,4.86511373519897
7.8616361618042,4.97455167770386
6.62279367446899,3.26939725875854
6.67660188674927,4.39656257629395
8.1165075302124,4.83213901519775
6.28805541992188,4.74978399276733
7.5681357383728,4.13645124435425
6.6772928237915,4.26966857910156
7.6051025390625,4.20527124404907
6.92365837097168,4.59408473968506
6.33756589889526,4.81967878341675
6.87969732284546,4.85021591186523
6.46296358108521,3.8440957069397
7.47107934951782,4.12124443054199
7.58366250991821,4.45641756057739
6.54585075378418,4.14179277420044
6.48343086242676,4.67095565795898
6.70960998535156,4.07840824127197
8.01830196380615,4.68597841262817
6.13712453842163,3.50807523727417
7.29296827316284,4.7676305770874
8.12425518035889,4.68922710418701
7.00577735900879,3.49028515815735
6.49036884307861,4.28312540054321
7.82910442352295,4.44316053390503
6.78344821929932,4.00387573242188
7.90843915939331,4.76676511764526
6.37500619888306,4.59390163421631
7.57535362243652,4.01424884796143
8.14016628265381,4.91531324386597
8.00309371948242,4.63290977478027
6.34273433685303,3.94508099555969
7.63318586349487,4.41887044906616
7.26149415969849,4.85761165618896
6.17604970932007,3.98282647132874
7.72245502471924,4.26014280319214
7.83467388153076,4.86473512649536
6.3827052116394,4.91183137893677
6.42859077453613,4.72453546524048
8.12931442260742,4.40772342681885
6.96762943267822,4.82285118103027
7.53381156921387,4.83439540863037
7.98020601272583,4.63447570800781
6.74331378936768,3.78225111961365
6.53888130187988,4.30181980133057
7.6188702583313,4.79874086380005
7.98216390609741,4.82684755325317
7.52972936630249,4.74243593215942
7.30265665054321,3.84471940994263
6.2956748008728,4.00777721405029
7.94650888442993,4.90787792205811
6.93338012695312,3.72870969772339
6.67749261856079,4.59571695327759
7.25057888031006,4.79805326461792
7.3696026802063,4.92949533462524
6.62926006317139,4.62077188491821
8.04833316802979,4.36143827438354
7.69417953491211,4.30996036529541
6.70080375671387,3.94427251815796
7.04233837127686,4.65056610107422
6.30021476745605,3.92600083351135
6.95191049575806,4.82222700119019
8.08541011810303,4.68875694274902
7.61576175689697,4.89345741271973
7.39807987213135,4.7785758972168
6.59533786773682,3.58450078964233
7.99733972549438,4.92097330093384
7.81902265548706,4.73035097122192
6.23159503936768,4.03232097625732
7.89142227172852,4.7788987159729
6.64115047454834,4.80039072036743
6.5426664352417,4.40517234802246
7.32947444915771,4.80769777297974
6.9118800163269,3.45644378662109
6.80243825912476,3.38811755180359
7.58269929885864,4.88686847686768
6.12061452865601,4.30502128601074
7.55337619781494,4.82891511917114
6.25687885284424,4.14489984512329
6.57131147384644,3.56817626953125
7.55336952209473,4.3077507019043
6.26865863800049,4.48696041107178
7.03692293167114,4.74415588378906
7.03605461120605,4.61263656616211
6.64792490005493,4.26084995269775
7.99962425231934,4.87931776046753
8.13561820983887,4.72465753555298
7.67882204055786,4.79410552978516
7.20702695846558,3.94921040534973
7.64442348480225,4.18154621124268
7.24278354644775,4.73151874542236
7.78556871414185,5.06750297546387
6.74862480163574,3.57346367835999
6.73020458221436,4.52569437026978
6.22830152511597,4.13321256637573
6.73284959793091,3.77384400367737
6.76472854614258,3.54509329795837
6.97398853302002,4.79912137985229
7.99476861953735,4.72417545318604
5.9965033531189,3.94634652137756
6.30562925338745,3.55665469169617
6.48800325393677,4.64556741714478
7.28128957748413,4.39272451400757
7.58439111709595,4.80894708633423
7.62283325195312,4.167311668396
7.33949136734009,4.92491817474365
7.85021829605103,4.93253564834595
6.78384828567505,4.51123189926147
7.93758678436279,4.46591186523438
7.6184229850769,4.30366086959839
7.89165735244751,4.82092189788818
7.62930727005005,4.20895910263062
6.68474197387695,3.5066385269165
6.86420106887817,4.14081335067749
7.61395454406738,4.73426866531372
6.50822496414185,3.81241893768311
7.76012659072876,4.39937400817871
6.19500780105591,4.51750755310059
7.30366706848145,4.84506416320801
6.48169326782227,3.65021538734436
6.79544305801392,3.51054906845093
7.19445705413818,4.7627100944519
6.95079612731934,4.5817608833313
6.38532400131226,3.92849040031433
7.24560880661011,4.7761344909668
7.07689762115479,3.65167546272278
6.5175609588623,4.72805166244507
7.36254072189331,4.72904300689697
6.69690370559692,3.74935388565063
7.33061075210571,3.85926198959351
7.63724136352539,4.13078689575195
7.52096033096313,4.60925483703613
7.67432928085327,4.8083062171936
7.19174575805664,4.06838321685791
6.50379848480225,4.03964185714722
8.00186443328857,4.72894763946533
6.58651399612427,3.82408761978149
6.49278259277344,3.59503316879272
7.72962188720703,4.80450677871704
7.23205518722534,4.68804359436035
7.32752227783203,4.79579877853394
7.29712057113647,3.85991883277893
8.16501426696777,4.77773332595825
7.8898549079895,4.45375442504883
6.57861042022705,4.71945953369141
6.25020980834961,4.62475109100342
7.24719667434692,4.79277753829956
6.53520679473877,4.55480289459229
6.22335863113403,4.04389667510986
8.13783931732178,4.62762546539307
7.42951536178589,4.32720041275024
8.17549991607666,4.59249067306519
6.33797740936279,4.09724617004395
7.83492183685303,4.59222030639648
6.66123962402344,4.54047155380249
8.12914371490479,4.84438753128052
7.95967435836792,4.76985359191895
6.69643020629883,4.55730056762695
7.19897508621216,4.60773897171021
7.76251459121704,4.38529014587402
7.59661102294922,4.33789825439453
6.24053478240967,4.42412567138672
6.64946508407593,3.95399284362793
7.5128960609436,3.9916045665741
7.99506044387817,4.81097173690796
7.80205726623535,4.99292850494385
8.15107727050781,4.64657783508301
7.98149585723877,4.67286014556885
6.67620277404785,4.30533742904663
6.49177408218384,4.1308798789978
6.62065744400024,4.62549924850464
7.67991018295288,4.85684251785278
6.75568389892578,3.40430092811584
7.58078289031982,4.10408592224121
7.93555450439453,4.93094062805176
6.29993486404419,3.50073766708374
7.48469352722168,4.88528156280518
7.55418348312378,3.98454523086548
6.37457990646362,4.40670585632324
6.05517816543579,3.99814796447754
6.41649103164673,3.78234195709229
6.81499719619751,4.68642282485962
6.38845300674438,3.82847356796265
8.07787132263184,4.70753908157349
6.84258651733398,3.63404536247253
7.11639499664307,4.7554235458374
7.88505363464355,4.79683065414429
7.80056190490723,4.75490140914917
7.02160215377808,3.95206594467163
6.15608406066895,4.56625413894653
7.33629846572876,4.77791690826416
7.24153852462769,4.71475267410278
6.62944316864014,4.00342416763306
6.5080132484436,4.38476610183716
7.45669746398926,4.16517210006714
7.74815797805786,4.41556787490845
6.2540340423584,4.59375810623169
7.35610389709473,4.66250848770142
7.8407735824585,4.83486461639404
7.13535356521606,4.72135162353516
7.76728105545044,4.57852172851562
6.34800434112549,4.91459655761719
6.6569938659668,3.88951396942139
7.80238389968872,4.81514024734497
6.47957754135132,4.23505783081055
7.92245721817017,4.88806533813477
7.65317249298096,4.98008108139038
6.68263053894043,3.51078796386719
6.89547681808472,4.70083904266357
7.1398663520813,3.93772459030151
7.68401479721069,4.28474712371826
7.53211545944214,4.09048700332642
6.40410375595093,4.77296257019043
7.01280689239502,4.56761312484741
8.01481056213379,4.63950204849243
7.93057727813721,4.64516115188599
7.91796827316284,4.69312620162964
6.27241086959839,4.69078302383423
7.84046411514282,4.55588388442993
6.64949417114258,4.80805063247681
6.43488597869873,4.71756267547607
7.35699319839478,4.13251447677612
8.16140556335449,4.78432607650757
7.03363466262817,4.76748704910278
6.47608852386475,4.14210367202759
6.1768274307251,4.64068269729614
6.67246103286743,4.64076995849609
6.41431427001953,3.60223150253296
6.80600833892822,4.36691045761108
6.39227962493896,4.11928796768188
7.35683107376099,3.92298603057861
8.11853885650635,4.66182136535645
6.68637466430664,4.6262674331665
6.70225286483765,3.54484915733337
6.33896255493164,4.53151607513428
7.1348991394043,4.78640365600586
7.8355827331543,4.89773845672607
6.68098115921021,4.58902549743652
8.02984428405762,4.84130239486694
7.14677476882935,3.91434717178345
7.8781533241272,4.79600667953491
7.35098218917847,4.14920330047607
6.80736637115479,3.36393117904663
7.97248649597168,4.80197811126709
8.0136251449585,4.75382328033447
7.1897087097168,4.80717754364014
6.87492370605469,3.58379936218262
7.84031343460083,4.95737504959106
7.8023829460144,4.4324312210083
7.11396884918213,4.66049766540527
7.58295488357544,4.16422271728516
7.1817102432251,4.15604877471924
7.84766340255737,4.82640647888184
7.45024967193604,4.16163396835327
6.447998046875,3.98736071586609
7.52572965621948,4.72779273986816
7.66166114807129,4.30871772766113
6.70211124420166,3.54362154006958
7.44684362411499,4.69589519500732
7.13632822036743,3.96273922920227
6.65858507156372,4.11015748977661
6.54875802993774,3.97790360450745
6.81133270263672,3.78634881973267
8.04273128509521,4.56324005126953
7.6901159286499,4.88232183456421
6.54899549484253,3.81741070747375
7.89596462249756,4.69443702697754
7.31977415084839,3.89934206008911
6.68911218643188,3.98987078666687
8.01261138916016,4.78207492828369
7.39392948150635,3.98100233078003
7.18395614624023,4.7464485168457
7.06924104690552,3.97175693511963
6.51630210876465,3.77630376815796
7.91552114486694,4.87396478652954
7.34128189086914,3.97069263458252
7.41822338104248,4.26119565963745
7.02489328384399,4.62616205215454
7.7235279083252,4.85395336151123
6.94395971298218,4.77507162094116
7.46947193145752,4.74914979934692
7.05997514724731,3.72653746604919
7.94188356399536,4.67713832855225
6.40217638015747,4.35864448547363
6.54221439361572,4.39152908325195
6.52993631362915,3.95966076850891
7.83953905105591,4.49876594543457
7.46587705612183,4.73246765136719
8.11629486083984,4.53454923629761
6.36645269393921,3.9132513999939
7.58006286621094,4.10058164596558
6.42417478561401,4.68088626861572
7.50880908966064,4.83989906311035
6.74480676651001,3.76188683509827
7.61808204650879,4.10025453567505
6.57174921035767,4.40464782714844
6.6838903427124,4.03304719924927
8.16493034362793,4.57274627685547
6.76661777496338,4.10034608840942
7.77804613113403,4.91473722457886
7.89930629730225,4.72303533554077
6.58637714385986,4.71534252166748
7.04099035263062,4.59643030166626
7.88148641586304,4.73322010040283
6.65109252929688,4.04266834259033
6.80839586257935,3.6337513923645
6.64398574829102,4.27372121810913
7.75039434432983,4.92916059494019
7.30451154708862,4.51886892318726
6.44131231307983,4.51949644088745
7.65070009231567,4.36763429641724
6.86571598052979,3.84598302841187
6.9545202255249,3.53345918655396
7.5115008354187,4.25802135467529
6.51287031173706,4.19913005828857
6.39209985733032,4.13750028610229
6.73460674285889,3.58008098602295
7.92848443984985,4.5717306137085
6.86107492446899,4.72894859313965
7.8110818862915,4.88140773773193
6.8203239440918,3.64591026306152
6.69104242324829,3.58081007003784
6.88888072967529,4.77359628677368
6.91261577606201,3.73661708831787
7.24335336685181,3.8966076374054
7.09398508071899,3.73713612556458
7.27731657028198,4.65808010101318
7.53617525100708,4.18582582473755
7.54562520980835,4.84479856491089
8.06257247924805,4.86720132827759
6.46901559829712,4.73337841033936
7.67680025100708,4.88597440719604
7.52894020080566,4.06030130386353
7.40252161026001,4.80537700653076
7.95582437515259,4.59602975845337
7.54867362976074,4.11436891555786
6.63723468780518,4.28428888320923
7.34604072570801,4.90590572357178
7.40293121337891,3.79195809364319
7.33223485946655,5.01592969894409
6.56569242477417,4.77472257614136
8.01655292510986,4.55624914169312
6.88485240936279,4.67320966720581
6.54853343963623,4.3631386756897
7.42099618911743,4.79310369491577
7.10586595535278,3.87122106552124
6.58251667022705,3.56558561325073
7.88872385025024,4.58116626739502
6.43270111083984,3.91103315353394
6.45610666275024,3.6432466506958
6.4986367225647,3.38755297660828
7.15979909896851,4.72755670547485
7.48467206954956,4.29828023910522
6.87928152084351,3.60330128669739
7.60382413864136,4.31168365478516
6.23405790328979,4.41044855117798
7.84872388839722,4.8697338104248
6.5759449005127,4.70108509063721
7.80755949020386,4.56453657150269
7.60474109649658,4.81386470794678
6.5539608001709,4.76321506500244
7.57282495498657,4.05819368362427
6.80774974822998,3.7140679359436
7.21264219284058,3.72321128845215
6.46680450439453,4.62475681304932
7.15723323822021,3.81891083717346
7.71017837524414,4.97089910507202
7.97480487823486,4.83060932159424
7.85657358169556,4.54227209091187
7.76938772201538,4.92061614990234
6.92877626419067,4.61025762557983
8.02579498291016,4.8105616569519
7.47182035446167,4.18387651443481
7.77670431137085,5.02732467651367
6.71024465560913,3.49582672119141
7.68135499954224,4.7446985244751
6.65338325500488,3.92498731613159
7.29110670089722,4.12017488479614
7.32786417007446,4.71745204925537
7.46012210845947,4.85069370269775
7.86172533035278,4.33498382568359
7.13299560546875,3.9721097946167
7.99223041534424,4.80852651596069
7.74288654327393,4.87719964981079
7.98758506774902,4.99786901473999
6.35079288482666,3.72028350830078
6.35538387298584,4.50657892227173
6.67604541778564,4.30888414382935
6.47783994674683,4.00018548965454
7.72567892074585,4.53563404083252
7.23978519439697,3.94455909729004
6.67183256149292,4.00673961639404
6.27249526977539,4.20897817611694
6.5925989151001,3.95475339889526
7.77428770065308,4.40059471130371
8.07701206207275,4.65271902084351
7.25642156600952,4.64520072937012
6.66052675247192,4.14193630218506
7.23384046554565,4.07914733886719
7.09574794769287,3.61550951004028
6.40312147140503,4.64865016937256
6.88773393630981,4.7462477684021
7.77285718917847,4.74327325820923
7.67496776580811,4.85663604736328
8.17993450164795,4.52276849746704
7.50481796264648,4.69362545013428
7.7605037689209,4.93337059020996
6.08752727508545,4.59723997116089
7.72507190704346,4.89629793167114
7.97524309158325,4.93344211578369
6.5001540184021,4.21624946594238
6.71373224258423,4.05675268173218
6.4225115776062,3.99417805671692
7.17081594467163,4.84569311141968
7.93107271194458,4.59654855728149
6.72731304168701,4.62015724182129
7.44018411636353,4.19776821136475
7.31441879272461,4.01907587051392
7.37752962112427,3.83599638938904
6.71761322021484,3.3569552898407
7.56791830062866,4.92383003234863
6.59993362426758,4.35522699356079
6.72004175186157,4.860755443573
7.56511211395264,4.91172456741333
6.60288572311401,4.76928234100342
7.74842500686646,5.00082349777222
7.86387252807617,4.71659374237061
6.94875240325928,4.51354789733887
7.89151573181152,4.93860292434692
7.00198841094971,3.76514077186584
6.50348234176636,3.72707724571228
7.59114551544189,4.16063213348389
6.98684215545654,3.52615237236023
7.11309576034546,3.90495538711548
6.59305620193481,4.62831020355225
6.60991954803467,4.64546537399292
6.50944709777832,4.82756567001343
7.81914186477661,4.99070167541504
7.95833301544189,4.86126184463501
6.21645975112915,4.00862550735474
7.36362409591675,4.85090923309326
7.74963617324829,4.89837455749512
7.98651742935181,4.66915988922119
6.59825611114502,3.8651134967804
6.66671514511108,4.07184982299805
6.64392280578613,4.54546880722046
7.10916233062744,3.82973599433899
7.42065477371216,4.04132699966431
6.57597398757935,4.88621139526367
6.99593925476074,3.67227101325989
6.76584005355835,4.1545524597168
7.2809739112854,4.78132009506226
7.88093900680542,4.40431976318359
7.50399446487427,4.78241539001465
6.95309686660767,4.74841499328613
8.04547500610352,4.63521528244019
7.29297494888306,4.8170166015625
7.72945356369019,4.69578075408936
6.43031787872314,4.46008539199829
7.61815214157104,4.79998397827148
6.78030490875244,3.74886298179626
7.61457109451294,4.78281307220459
6.96095275878906,4.57472801208496
7.96643352508545,4.84724473953247
6.96506786346436,3.67121553421021
6.57209157943726,3.89002966880798
7.47191429138184,4.30367183685303
6.5400562286377,3.9727725982666
8.05169296264648,4.85884952545166
6.95223808288574,3.69270634651184
6.70417261123657,4.20769786834717
7.23700141906738,4.72998142242432
7.58183574676514,4.37220430374146
6.22152996063232,4.61789846420288
7.81036567687988,4.94285726547241
7.904372215271,4.84763383865356
7.95162487030029,4.72835826873779
6.70187902450562,3.65623044967651
6.91754198074341,3.97154259681702
7.43545579910278,3.85247230529785
6.9872407913208,3.48802614212036
7.13518953323364,4.64056396484375
6.99632883071899,3.63228034973145
7.72692108154297,4.21519231796265
7.29908037185669,4.76917791366577
6.53026437759399,4.28894281387329
6.453537940979,4.23998594284058
6.89587545394897,4.78052234649658
7.99118661880493,4.52389335632324
7.89900875091553,4.86834287643433
7.92055225372314,4.49570798873901
8.05198764801025,4.77078533172607
7.99878978729248,4.54277467727661
6.82211303710938,3.47665762901306
6.84769868850708,4.7276439666748
6.94013738632202,3.79069113731384
7.58260202407837,4.9414439201355
6.71573686599731,3.70600056648254
7.25035381317139,4.77978420257568
7.73192262649536,4.5083532333374
6.98236131668091,4.09421253204346
7.24416828155518,3.58174014091492
7.46867942810059,4.17051029205322
7.91625833511353,4.69065046310425
6.65033483505249,4.52217578887939
6.33367347717285,3.50324320793152
6.75911998748779,4.74491500854492
7.86591339111328,4.47477865219116
7.9623122215271,4.60498332977295
7.7855863571167,4.89465570449829
6.76480293273926,4.18439435958862
7.59968185424805,4.8637957572937
7.72182369232178,4.32793188095093
8.00842571258545,4.58656215667725
7.64568042755127,4.33862352371216
8.01993560791016,4.57384872436523
6.49099111557007,4.61413669586182
6.24455308914185,4.87656450271606
7.47805786132812,4.08845376968384
7.97766208648682,4.74792003631592
